date,rx_gb,tx_gb,total_gb,avg_rate_mbps,reset_event,anomaly
2025-11-02,0.5658540856093168,0.0417498042806983,0.6076038898900151,9960.51575182013,0,0
2025-11-03,23.601476908661425,8.75489720609039,32.356374114751816,10775.057309736658,4,0
2025-11-04,16.64455436449498,1.1369304973632097,17.78148486185819,6458.174686363529,1,0
2025-11-05,21.11624068580568,1.3462657369673252,22.462506422773004,7847.773650846837,2,0
2025-11-06,2.1700715888291597,0.15993286296725273,2.3300044517964125,9543.698234558105,0,0
