start_time,end_time,duration_s,download_mb,upload_mb,total_mb,rate_mbps,reset_event,anomaly
2025-11-03 21:47:00,2025-11-03 22:02:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-03 22:02:01,2025-11-03 23:02:01,3600.0,0.0,0.0,0.0,0.0,False,False
2025-11-03 23:02:01,2025-11-03 23:02:02,1.0,0.01,0.01,0.02,0.14,False,False
2025-11-03 23:02:02,2025-11-03 23:02:03,1.0,0.0,0.0,0.01,0.06,False,False
2025-11-03 23:02:03,2025-11-03 23:02:04,1.0,0.01,0.01,0.01,0.1,False,False
2025-11-03 23:02:04,2025-11-03 23:17:00,896.0,0.0,0.0,0.0,0.0,False,False
2025-11-03 23:17:00,2025-11-03 23:32:02,902.0,0.0,0.0,0.0,0.0,False,False
2025-11-03 23:32:02,2025-11-03 23:41:45,583.0,0.0,0.0,0.0,0.0,False,False
2025-11-03 23:41:45,2025-11-03 23:47:01,316.0,0.0,0.0,0.0,0.0,False,False
2025-11-03 23:47:01,2025-11-04 00:02:03,902.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 00:02:03,2025-11-04 00:17:02,899.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 00:17:02,2025-11-04 00:32:01,899.0,0.01,0.01,0.02,0.0,False,False
2025-11-04 00:32:01,2025-11-04 00:55:21,1400.0,0.02,0.02,0.03,0.0,False,False
2025-11-04 00:55:21,2025-11-04 01:02:01,400.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 01:02:01,2025-11-04 01:17:01,900.0,0.01,0.01,0.01,0.0,False,False
2025-11-04 01:17:01,2025-11-04 01:32:00,899.0,0.01,0.01,0.01,0.0,False,False
2025-11-04 01:32:00,2025-11-04 01:48:53,1013.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 01:48:53,2025-11-04 02:02:02,789.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 02:02:02,2025-11-04 02:17:00,898.0,0.0,0.0,0.01,0.0,False,False
2025-11-04 02:17:00,2025-11-04 02:32:00,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 02:32:00,2025-11-04 02:47:01,901.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 02:47:01,2025-11-04 03:02:01,900.0,0.0,0.0,0.0,0.0,False,False
2025-11-04 03:02:01,2025-11-04 03:17:02,901.0,0.0,0.0,0.0,0.0,False,False
